"","address","TAX.CLASS","TOTAL","CITY","Zip.Code","STATE","Violation_Count"
"1736","11318 SCHUYLKILL RD","R038",5642.11,"ROCKVILLE","20852","MD",2
"1737","1409 ROSSITER CT","R042",5216.47,"SILVER SPRING","20905","MD",72
"1738","4446 REGALWOOD TER","R042",3968.45,"BURTONSVILLE","20866","MD",6
"1739","13014 GRENOBLE DR","R038",5636.72,"ROCKVILLE","20853","MD",2
"1740","4515 FAROE PL","R038",5176.64,"ROCKVILLE","20853","MD",1
"1741","12005 ROCKING HORSE RD","R038",5731.9,"ROCKVILLE","20852","MD",3
"1742","1304 CRESTHAVEN DR","R038",7852.69,"SILVER SPRING","20903","MD",20
"1743","11712 HIGHVIEW AVE","R038",4459.83,"SILVER SPRING","20902","MD",6
"1744","3105 MEMORY LN","R042",5760.99,"SILVER SPRING","20904","MD",1
"1745","11201 ROSE LN","R038",5655.94,"SILVER SPRING","20902","MD",1
"1746","14722 NEW HAMPSHIRE AVE","R042",3086.53,"","20905","MD",4
"1747","8422 DONNYBROOK DR","R038",8217,"CHEVY CHASE","20815","MD",1
"1748","23521 FREDERICK RD","R042",4922.78,"CLARKSBURG","20871","MD",45
"1749","11410 SHERRIE LN","R038",5016.62,"SILVER SPRING","20902","MD",12
"1750","14421 STURTEVANT RD","R042",5835.43,"SILVER SPRING","20905","MD",6
"1751","2304 DENNIS AVE","R038",9336.34,"SILVER SPRING","20902","MD",4
"1752","26220 MULLINIX MILL RD","R042",9828.87,"MOUNT AIRY","21771","MD",1
"1753","5910 EXECUTIVE BLVD","R065",51341.35,"ROCKVILLE","20852","MD",1
"1754","102 BELTON RD","R038",5720.39,"SILVER SPRING","20901","MD",1
"1755","1945 WESTCHESTER DR","R038",7729.62,"SILVER SPRING","20902","MD",3
"1756","600 SISSON ST","R038",5699.67,"SILVER SPRING","20902","MD",1
"1757","13501 DERRY GLEN CT","R042",137.28,"GERMANTOWN","20874","MD",235
"1758","13501 DERRY GLEN CT","R042",45.18,"GERMANTOWN","20874","MD",235
"1759","20404 SUMMERSONG LN","R042",4416.26,"GERMANTOWN","20874","MD",13
"1760","10201 DRUMM AVE","R038",10282.59,"KENSINGTON","20895","MD",1
"1761","11030 VEIRS MILL RD","R081",24946.53,"SILVER SPRING","20902","MD",1
"1762","26917 HOWARD CHAPEL DR","R042",4332.85,"DAMASCUS","20872","MD",2
"1763","12013 CLOVER KNOLL RD","R053",6850.38,"GAITHERSBURG","20878","MD",76
"1764","4406 CLEARFIELD RD","R038",4952.54,"SILVER SPRING","20906","MD",4
"1765","1108 BRIGGS CHANEY RD","R042",9957.87,"SILVER SPRING","20905","MD",1
"1766","4409 CLEARFIELD RD","R038",4349.32,"SILVER SPRING","20906","MD",13
"1767","13775 SOARING WING LN","R038",9181.69,"SILVER SPRING","20906","MD",2
"1768","4408 CLEARFIELD RD","R038",4378.93,"SILVER SPRING","20906","MD",3
"1769","6226 STONEHAM CT","R038",9262.63,"BETHESDA","20817","MD",5
"1770","3110 BRYAN RD","R042",4704.94,"BURTONSVILLE","20866","MD",2
"1771","19429 BRASSIE PL","R042",1929.59,"GAITHERSBURG","20886","MD",2390
"1772","19429 BRASSIE PL","R042",1737.72,"GAITHERSBURG","20886","MD",2390
"1773","19429 BRASSIE PL","R042",1680.16,"GAITHERSBURG","20886","MD",2390
"1774","19429 BRASSIE PL","R042",1929.59,"MONTGOMERY VILLA","20886","MD",2390
"1775","19429 BRASSIE PL","R042",1680.16,"MONTGOMERY VILLA","20886","MD",2390
"1776","11901 MAPLE AVE","R065",0,"ROCKVILLE","20852","MD",1
"1777","4 FRANKLIN AVE","R038",6821.76,"SILVER SPRING","20901","MD",1
"1778","9415 SAYBROOK AVE","R038",6238.43,"SILVER SPRING","20901","MD",25
"1779","8800 PRIMULA DR","R042",10881.04,"LAYTONSVILLE","20882","MD",1
"1780","24233 HAWKINS LANDING DR","R042",12558.36,"GAITHERSBURG","20882","MD",1
"1781","24219 HAWKINS LANDING DR","R042",12339.62,"LAYTONSVILLE","20882","MD",1
"1782","8807 PRIMULA DR","R042",10521.22,"LAYTONSVILLE","20882","MD",6
"1783","11604 NEWPORT MILL RD","R038",4488.21,"SILVER SPRING","20902","MD",1
"1784","12811 ST CLAIR RD","R042",18378.92,"CLARKSBURG","20871","MD",1
"1785","8804 PRIMULA DR","R042",12318.56,"GAITHERSBURG","20882","MD",2
"1786","18501 BOYSENBERRY DR","R042",1658.19,"GAITHERSBURG","20879","MD",654
"1787","18501 BOYSENBERRY DR","R042",1312.83,"GAITHERSBURG","20879","MD",654
"1788","20700 CRYSTAL HILL CIR","R042",681535.11,"GERMANTOWN","20874","MD",1677
"1789","13851 HOPKINS RD","R042",3594.02,"GERMANTOWN","20874","MD",1
"1790","11218 NEWPORT MILL RD","R038",7159.39,"KENSINGTON","20895","MD",1
"1791","12018 CHASE CROSSING CIR","R053",48737.41,"ROCKVILLE","20852","MD",3
"1792","515 PICKWICK VILLAGE WAY","R038",3842.99,"SILVER SPRING","20901","MD",1
"1793","18020 EDWARDS FERRY RD","R042",19680.35,"POOLESVILLE","20842","MD",1
"1794","9806 MAHOGANY DR","R053",983829.87,"GAITHERSBURG","20878","MD",1389
"1795","15914 ATTLEBORO RD","R042",7094.86,"SILVER SPRING","20905","MD",1
"1796","3323 CLARIDGE CT","R038",3639.97,"WHEATON","20902","MD",38
"1797","702 AUBURN AVE","R074",15009.47,"TAKOMA PARK","20912","MD",2
"1798","124 GROVE AVE","R044",5513.02,"WASHINGTON GROVE","20880","MD",19
"1799","17500 TOWNE CREST DR","R042",239262.2,"GAITHERSBURG","20877","MD",829
"1800","14633 KEENELAND CIR","R053",4191.76,"NORTH POTOMAC","20878","MD",1
"1801","13000 SHADYSIDE LN","R042",2774.43,"GERMANTOWN","20874","MD",5
"1802","4410 WOODFIELD RD","R038",7296.39,"KENSINGTON","20895","MD",7
"1803","704 HOBBS DR","R042",6943.41,"SILVER SPRING","20904","MD",5
"1804","6520 LONE OAK CT","R038",9287.96,"BETHESDA","20817","MD",5
"1805","8632 HAWKINS CREAMERY RD","R042",5559.54,"GAITHERSBURG","20882","MD",1
"1806","5004 ASPEN HILL RD","R038",5416.47,"ROCKVILLE","20853","MD",35
"1807","2606 BRIGGS RD","R038",5945.65,"SILVER SPRING","20906","MD",4
"1808","4535 AVONDALE ST","R038",20799.41,"BETHESDA","20814","MD",11
"1809","17320 MOORE RD","R042",310.92,"BOYDS","20841","MD",3
"1810","5531 NICHOLSON LN","R065",53915.42,"ROCKVILLE","20852","MD",1
"1811","822 TANLEY RD","R042",5977.78,"SILVER SPRING","20904","MD",29
"1812","14343 BEL PRE DR","R042",3210.18,"SILVER SPRING","20906","MD",44
"1813","611 SILVER SPRING AVE","R038",8862.28,"SILVER SPRING","20910","MD",36
"1814","1616 INGRAM TER","R038",5218.64,"SILVER SPRING","20906","MD",1
"1815","8501 RAYBURN RD","R038",10160.57,"BETHESDA","20817","MD",79
"1816","7616 WINTERBERRY PL","R038",10950.3,"BETHESDA","20817","MD",24
"1817","622 POPLARWOOD PL","R042",5767.88,"GAITHERSBURG","20877","MD",6
"1818","18724 WALKERS CHOICE RD","R042",1515.69,"GAITHERSBURG","20886","MD",108
"1819","18724 WALKERS CHOICE RD","R042",1995.36,"GAITHERSBURG","20886","MD",108
"1820","18724 WALKERS CHOICE RD","R042",1463.9,"GAITHERSBURG","20886","MD",108
"1821","18724 WALKERS CHOICE RD","R042",2033.73,"GAITHERSBURG","20886","MD",108
"1822","18724 WALKERS CHOICE RD","R042",1481.92,"GAITHERSBURG","20886","MD",108
"1823","18724 WALKERS CHOICE RD","R042",2033.73,"MONTGOMERY VILLA","20886","MD",108
"1824","17920 GEORGIA AVE","R042",15632.46,"OLNEY","20832","MD",1
"1825","18040 GEORGIA AVE","R042",19652.74,"OLNEY","20832","MD",11
"1826","18000 GEORGIA AVE","R042",19470.84,"OLNEY","20832","MD",3
"1827","15615 FREDERICK RD","R053",18482.3,"ROCKVILLE","20855","MD",1
"1828","3100 HEWITT AVE","R038",158922.95,"SILVER SPRING","20906","MD",4
"1829","201 WOODMOOR DR","R038",0,"SILVER SPRING","20901","MD",2
"1830","11722 KEMP MILL RD","R038",6891.16,"SILVER SPRING","20902","MD",1
"1831","2614 BRIGGS RD","R038",6006.27,"SILVER SPRING","20906","MD",9
"1832","5353 WESTBARD AVE","R038",62738.41,"BETHESDA","20816","MD",1
"1833","12160 FLAG HARBOR DR","R042",4049.79,"GERMANTOWN","20874","MD",12
"1834","18705 SPARKLING WATER DR","R042",2752.2,"GAITHERSBURG","20874","MD",126
"1835","18705 SPARKLING WATER DR","R042",2752.2,"GERMANTOWN","20874","MD",126
"1836","18705 SPARKLING WATER DR","R042",2656.27,"GERMANTOWN","20874","MD",126
"1837","18705 SPARKLING WATER DR","R042",2828.95,"GERMANTOWN","20874","MD",126
"1838","18705 SPARKLING WATER DR","R042",2886.51,"GERMANTOWN","20874","MD",126
"1839","18705 SPARKLING WATER DR","R042",2963.26,"GERMANTOWN","20874","MD",126
"1840","18010 GEORGIA AVE","R042",33531.41,"OLNEY","20832","MD",2
"1841","2018 GLEN ROSS RD","R038",6946.09,"SILVER SPRING","20910","MD",2
"1842","12907 CONNECTICUT AVE","R038",10935.79,"SILVER SPRING","20906","MD",3
"1843","10310 CASTLEHEDGE TER","R038",5354.85,"SILVER SPRING","20902","MD",4
"1844","6930 WISCONSIN AVE","R076",33756.3,"CHEVY CHASE","20815","MD",4
"1845","13091 CLARKSBURG SQUARE RD","R042",22.55,"CLARKSBURG","20871","MD",1
"1846","8604 WATERSHED CT","R042",3870.2,"GAITHERSBURG","20877","MD",1
"1847","11806 HUGGINS DR","R038",4736.12,"SILVER SPRING","20902","MD",4
"1848","9907 GEORGIA AVE","R038",2119.36,"SILVER SPRING","20902","MD",1
"1849","10144 COLESVILLE RD","R038",15811.15,"SILVER SPRING","20901","MD",1
"1850","3411 GATESHEAD MANOR WAY","R042",569000.67,"SILVER SPRING","20904","MD",212
"1851","4929 BETHESDA AVE","R079",336.7,"BETHESDA","20814","MD",4
"1852","4929 BETHESDA AVE","R076",40894.16,"BETHESDA","20814","MD",4
"1853","7347 WISCONSIN AVE","R076",21254.27,"BETHESDA","20814","MD",41
"1854","7020 ARLINGTON RD","R076",406789.6,"BETHESDA","20814","MD",1
"1855","7901 NORFOLK AVE","R076",9120.06,"BETHESDA","20814","MD",1
"1856","6932 WISCONSIN AVE","R079",9830.26,"CHEVY CHASE","20815","MD",4
"1857","11015 WEST AVE","R038",62469.62,"KENSINGTON","20895","MD",1
"1858","9740 PLEASANT GATE LN","R042",6364.07,"ROCKVILLE","20854","MD",6
"1859","100 LEXINGTON DR","R038",12429.53,"SILVER SPRING","20901","MD",1
"1860","15824 BUENA VISTA DR","R053",6988.91,"ROCKVILLE","20855","MD",7
"1861","8616 CAMERON ST","R086",140633.16,"SILVER SPRING","20910","MD",5
"1862","2807 AQUARIUS AVE","R042",5311.22,"SILVER SPRING","20906","MD",3
"1863","14400 PEBBLESTONE DR","R042",6704.56,"SILVER SPRING","20905","MD",2
"1864","1909 BRIGGS CHANEY RD","R042",6122.84,"SILVER SPRING","20905","MD",1
"1865","8405 GARLAND AVE","R038",5420.58,"TAKOMA PARK","20912","MD",2
"1866","4001 DAMASCUS RD","R042",3233.47,"GAITHERSBURG","20882","MD",11
"1867","13341 BONDY WAY","R053",10517.13,"NORTH POTOMAC","20878","MD",1
"1868","20221 WATERSIDE DR","R042",4082.41,"GERMANTOWN","20874","MD",17
"1869","20633 HAZELNUT CT","R042",6756,"GERMANTOWN","20874","MD",13
"1870","100 FRANKLIN AVE","R038",7364.29,"SILVER SPRING","20901","MD",1
"1871","2417 LAURELWOOD TER","R042",6518.06,"SILVER SPRING","20905","MD",2
"1872","408 LEIGHTON AVE","R038",7314.79,"SILVER SPRING","20901","MD",6
"1873","12117 POND PINE DR","R042",5909.54,"CLARKSBURG","20871","MD",6
"1874","12720 SESAME SEED CT","R042",3420.83,"GERMANTOWN","20874","MD",8
"1875","6112 MUNCASTER MILL RD","R042",7657.42,"ROCKVILLE","20855","MD",4
"1876","12805 NEW HAMPSHIRE AVE","R042",5006.92,"SILVER SPRING","20904","MD",3
"1877","12902 CRISFIELD RD","R038",5452.54,"SILVER SPRING","20906","MD",3
"1878","1101 EASTBOURNE PL","R042",5259.8,"SILVER SPRING","20904","MD",2
"1879","8216 NOLTE AVE","R038",9535.31,"SILVER SPRING","20910","MD",49
"1880","19425 BRASSIE PL","R042",1680.16,"GAITHERSBURG","20886","MD",610
"1881","19425 BRASSIE PL","R042",1700.1,"GAITHERSBURG","20886","MD",610
"1882","19425 BRASSIE PL","R042",1737.72,"GAITHERSBURG","20886","MD",610
"1883","19425 BRASSIE PL","R042",1680.16,"MONTGOMERY VILLA","20886","MD",610
"1884","19425 BRASSIE PL","R042",1737.72,"MONTGOMERY VILLA","20886","MD",610
"1885","19425 BRASSIE PL","R042",1929.59,"MONTGOMERY VILLA","20886","MD",610
"1886","9933 DELLCASTLE RD","R042",6293.23,"GAITHERSBURG","20886","MD",15
"1887","9902 FOREST GROVE DR","R038",6141.73,"SILVER SPRING","20902","MD",2
"1888","818 LOXFORD TER","R038",5241.86,"SILVER SPRING","20901","MD",1
"1889","1709 FEATHERWOOD ST","R042",3915.08,"SILVER SPRING","20904","MD",49
"1890","509 VALLEY BROOK DR","R042",7495.73,"SILVER SPRING","20904","MD",6
"1891","914 DALEVIEW DR","R038",6542.36,"SILVER SPRING","20901","MD",2
"1892","21815 DILLER LN","R042",5769.87,"BOYDS","20841","MD",67
"1893","15020 TURKEY FOOT RD","R042",8092.83,"GAITHERSBURG","20878","MD",1
"1894","11921 CORONADA PL","R038",5714.64,"KENSINGTON","20895","MD",1
"1895","49 CRESTED IRIS CT","R042",3304.19,"GAITHERSBURG","20886","MD",7
"1896","13100 GLEN MILL RD","R053",9892.17,"ROCKVILLE","20850","MD",21
"1897","9414 WIRE AVE","R038",6261.46,"SILVER SPRING","20901","MD",3
"1898","9415 COLLETTE WAY","R042",3090.87,"MONTGOMERY VILLA","20886","MD",4
"1899","608 RAY DR","R074",13215.81,"SILVER SPRING","20910","MD",2
"1900","517 ETHAN ALLEN AVE","R074",7478.74,"TAKOMA PARK","20912","MD",9
"1901","7725 GREENWOOD AVE","R074",10121.33,"TAKOMA PARK","20912","MD",71
"1902","219 MANOR CIR","R074",6795.67,"TAKOMA PARK","20912","MD",2
"1903","209 LINCOLN AVE","R074",15649.82,"TAKOMA PARK","20912","MD",19
"1904","7801 LOCKNEY AVE","R074",9201.15,"TAKOMA PARK","20912","MD",91
"1905","8304 EASTRIDGE AVE","R074",11875.66,"TAKOMA PARK","20912","MD",53
"1906","54 ELM AVE","R074",10684.42,"TAKOMA PARK","20912","MD",56
"1907","18909 MILLS CHOICE RD","R042",1485.61,"GAITHERSBURG","20886","MD",12
"1908","18909 MILLS CHOICE RD","R042",1419.62,"GAITHERSBURG","20886","MD",12
"1909","18909 MILLS CHOICE RD","R042",1304.5,"GAITHERSBURG","20886","MD",12
"1910","18909 MILLS CHOICE RD","R042",1304.5,"MONTGOMERY VILLA","20886","MD",12
"1911","18909 MILLS CHOICE RD","R042",1626.83,"MONTGOMERY VILLA","20886","MD",12
"1912","4401 FISHERMANS CT","R042",4036.74,"OLNEY","20832","MD",1
"1913","1913 BRIGGS CHANEY RD","R042",6778.2,"SILVER SPRING","20905","MD",2
"1914","18700 FLOWER HILL WAY","R042",4802.41,"GAITHERSBURG","20879","MD",11
"1915","2218 MEARS LN","R038",5609.06,"SILVER SPRING","20906","MD",20
"1916","400 E SHAW AVE","R042",6279.77,"SILVER SPRING","20904","MD",28
"1917","14900 PERRYWOOD DR","R042",6543.03,"BURTONSVILLE","20866","MD",9
"1918","5530 WISCONSIN AVE","R014",1130760.33,"CHEVY CHASE","20815","MD",1
"1919","12962 CLARKSBURG SQUARE RD","R042",5937,"CLARKSBURG","20871","MD",2
"1920","3900 BLACKBURN LN","R042",418621.74,"BURTONSVILLE","20866","MD",573
"1921","11600 LOCKWOOD DR","R042",227122.13,"SILVER SPRING","20904","MD",1987
"1922","1010 QUEBEC TER","R038",23546.53,"SILVER SPRING","20903","MD",384
"1923","8711 PLYMOUTH ST","R038",9867.35,"SILVER SPRING","20901","MD",108
"1924","7809 WOODMONT AVE","R076",55285.8,"BETHESDA","20814","MD",3
"1925","15428 PEACH LEAF DR","R053",6576.4,"GAITHERSBURG","20878","MD",6
"1926","12400 GOODERHAM WAY","R053",4276.96,"NORTH POTOMAC","20878","MD",4
"1927","308 BALTUSROL DR","R042",121285.61,"GERMANTOWN","20874","MD",95
"1928","10410 FAWCETT ST","R027",13474.25,"KENSINGTON","20895","MD",28
"1929","15250 SIESTA KEY WAY","R042",1119919.28,"ROCKVILLE","20850","MD",75
"1930","1202 DOWNS DR","R042",5449.75,"SILVER SPRING","20904","MD",3
"1931","8810 BRADFORD RD","R038",11002.02,"SILVER SPRING","20901","MD",61
"1932","8701 BRADFORD RD","R038",6791.21,"SILVER SPRING","20901","MD",73
"1933","8203 GARLAND AVE","R038",13355.92,"TAKOMA PARK","20912","MD",28
"1934","7903 GARLAND AVE","R038",8137.36,"TAKOMA PARK","20912","MD",59
"1935","8313 GARLAND AVE","R038",8878.07,"TAKOMA PARK","20912","MD",38
"1936","8307 GARLAND AVE","R038",9917.1,"TAKOMA PARK","20912","MD",45
"1937","8001 FLOWER AVE","R038",7818.71,"TAKOMA PARK","20912","MD",43
"1938","9617 OVERLEA DR","R053",8199.73,"ROCKVILLE","20850","MD",2
"1939","306 MISSISSIPPI AVE","R074",15306.47,"SILVER SPRING","20910","MD",17
"1940","12125 VEIRS MILL RD","R038",28737.75,"SILVER SPRING","20902","MD",1
"1941","14413 ANSTED RD","R042",6312,"SILVER SPRING","20905","MD",1
"1942","2706 ROSS RD","R038",9200.46,"CHEVY CHASE","20815","MD",4
"1943","19601 RIDGE HEIGHTS DR","R042",5312.78,"GAITHERSBURG","20879","MD",1
"1944","11101 YELLOW LEAF WAY","R042",6622.46,"GERMANTOWN","20876","MD",6
"1945","11018 S GLEN RD","R053",38656.3,"POTOMAC","20854","MD",2
"1946","4408 GARRETT PARK RD","R038",4136.01,"SILVER SPRING","20906","MD",3
"1947","7835 RIVER RD","R042",6049.54,"BETHESDA","20817","MD",3
"1948","12030 CHASE CROSSING CIR","R053",48737.41,"ROCKVILLE","20852","MD",3
"1949","820 SILVER SPRING AVE","R086",80775.67,"SILVER SPRING","20910","MD",3
"1950","8217 SCHRIDER ST","R038",9384.17,"SILVER SPRING","20910","MD",24
"1951","11 HAMILTON AVE","R038",7226.16,"SILVER SPRING","20901","MD",1
"1952","3022 AQUARIUS AVE","R042",4800.87,"SILVER SPRING","20906","MD",7
"1953","7301 HANCOCK AVE","R074",11547.05,"TAKOMA PARK","20912","MD",1
"1954","5826 CONWAY RD","R038",13754.61,"BETHESDA","20817","MD",4
"1955","14215 ANSTED RD","R042",6739.51,"SILVER SPRING","20905","MD",3
"1956","9415 COLESVILLE RD","R038",9083.06,"SILVER SPRING","20901","MD",10
"1957","307 PLYMOUTH ST","R038",6723.1,"SILVER SPRING","20901","MD",22
"1958","7023 CYPRESS HILL DR","R042",11742,"GAITHERSBURG","20879","MD",7
"1959","19008 QUEENS CROSS LN","R042",4560.71,"GERMANTOWN","20876","MD",2
"1960","16600 BETHAYRES RD","R042",6856.15,"ROCKVILLE","20855","MD",7
"1961","9 HUNTERS GATE CT","R042",4355.59,"SILVER SPRING","20904","MD",7
"1962","12914 ESTELLE RD","R038",4665.11,"SILVER SPRING","20906","MD",1
"1963","3026 KINGTREE ST","R038",5337.7,"SILVER SPRING","20902","MD",6
"1964","12628 GRAND ELM ST","R042",5931.24,"CLARKSBURG","20871","MD",66
"1965","18610 TURMERIC CT","R042",3735.53,"GERMANTOWN","20874","MD",3
"1966","3700 RALPH RD","R038",5251.86,"SILVER SPRING","20906","MD",1
"1967","19601 GUNNERS BRANCH RD","R042",1776.53,"GERMANTOWN","20876","MD",429
"1968","19601 GUNNERS BRANCH RD","R042",1964.56,"GERMANTOWN","20876","MD",429
"1969","19601 GUNNERS BRANCH RD","R042",1949.21,"GERMANTOWN","20876","MD",429
"1970","19601 GUNNERS BRANCH RD","R042",1672.93,"GERMANTOWN","20876","MD",429
"1971","19601 GUNNERS BRANCH RD","R042",1910.84,"GERMANTOWN","20876","MD",429
"1972","19601 GUNNERS BRANCH RD","R042",1642.23,"GERMANTOWN","20876","MD",429
"1973","19601 GUNNERS BRANCH RD","R042",1834.09,"GERMANTOWN","20876","MD",429
"1974","19037 PARTRIDGE WOOD DR","R042",4261.23,"GERMANTOWN","20874","MD",19
"1975","12800 JINGLE LN","R038",6281.39,"SILVER SPRING","20906","MD",1
"1976","6315 CARNEGIE DR","R038",9557.34,"BETHESDA","20817","MD",8
"1977","9 WATERSIDE CT","R042",4107.73,"GERMANTOWN","20874","MD",2
"1978","20415 WESTERLY RD","R042",4734.61,"POOLESVILLE","20837","MD",1
"1979","11509 PARKEDGE DR","R025",9081.92,"ROCKVILLE","20852","MD",46
"1980","8514 FLOWER AVE","R074",12187.48,"TAKOMA PARK","20912","MD",165
"1981","5406 ROOSEVELT ST","R038",16643.64,"BETHESDA","20817","MD",1
"1982","18612 TURMERIC CT","R042",3349.09,"GERMANTOWN","20874","MD",1
"1983","2900 JENNINGS RD","R038",5886.82,"KENSINGTON","20895","MD",2
"1984","18816 ROLLING ACRES WAY","R042",6177.33,"OLNEY","20832","MD",2
"1985","20000 FISHER AVE","R057",5786.83,"POOLESVILLE","20837","MD",1
"1986","12111 PORTREE DR","R025",6472.13,"ROCKVILLE","20852","MD",8
"1987","12035 MILTON ST","R038",3848.33,"SILVER SPRING","20902","MD",2
"1988","5114 DUDLEY LN","R038",3013.07,"BETHESDA","20814","MD",2688
"1989","5114 DUDLEY LN","R038",3013.07,"","20814","MD",2688
"1990","6368 RIDGE DR","R038",14911.19,"BETHESDA","20816","MD",3
"1991","19369 HOTTINGER CIR","R042",3567.44,"GERMANTOWN","20874","MD",1
"1992","4010 HAMPDEN ST","R038",19086.76,"SILVER SPRING","20895","MD",100
"1993","10422 FAWCETT ST","R027",6291.63,"KENSINGTON","20895","MD",17
"1994","8709 PLYMOUTH ST","R038",8288.16,"SILVER SPRING","20901","MD",113
"1995","1000 QUEBEC TER","R038",17415.2,"SILVER SPRING","20903","MD",166
"1996","1008 QUEBEC TER","R038",19231.3,"SILVER SPRING","20903","MD",537
"1997","8812 GLENVILLE RD","R038",5995.47,"SILVER SPRING","20901","MD",119
"1998","2215 SPENCERVILLE RD","R042",13884.65,"SPENCERVILLE","20868","MD",54
"1999","8315 GARLAND AVE","R038",8848.05,"TAKOMA PARK","20912","MD",55
"2000","8303 FLOWER AVE","R038",7658.07,"TAKOMA PARK","20912","MD",69
"2001","8607 FLOWER AVE","R038",6684.45,"TAKOMA PARK","20912","MD",29
"2002","3500 SUNDOWN RD","R042",8672.29,"BROOKEVILLE","20833","MD",1
"2003","4106 EDGEVALE CT","R038",8077.28,"CHEVY CHASE","20815","MD",4
"2004","20216 SHIPLEY TER","R042",2756.61,"GERMANTOWN","20874","MD",40
"2005","20216 SHIPLEY TER","R042",2641.49,"GERMANTOWN","20874","MD",40
"2006","20216 SHIPLEY TER","R042",2702.91,"GERMANTOWN","20874","MD",40
"2007","18470 STONE HOLLOW DR","R042",3556.7,"GERMANTOWN","20874","MD",2
"2008","15415 SENECA RD","R053",12988.91,"GERMANTOWN","20874","MD",1
"2009","10203 DRUMM AVE","R038",421.66,"KENSINGTON","20895","MD",12
"2010","8703 BUNNELL DR","R053",9505.43,"POTOMAC","20854","MD",14
"2011","12355 HERRINGTON MANOR DR","R042",4202.51,"SILVER SPRING","20904","MD",15
"2012","419 EISNER ST","R038",6011.65,"SILVER SPRING","20901","MD",6
"2013","18021 QUEEN ELIZABETH DR","R042",4266.59,"OLNEY","20832","MD",2
"2014","12405 BUSHEY DR","R038",4734.45,"SILVER SPRING","20906","MD",1
"2015","11104 LOMBARDY RD","R038",5817.1,"SILVER SPRING","20901","MD",7
"2016","20229 SHIPLEY TER","R042",2702.91,"GERMANTOWN","20874","MD",75
"2017","20229 SHIPLEY TER","R042",2756.61,"GERMANTOWN","20874","MD",75
"2018","20229 SHIPLEY TER","R042",2641.49,"GERMANTOWN","20874","MD",75
"2019","20229 SHIPLEY TER","R042",2737.43,"GERMANTOWN","20874","MD",75
"2020","19236 CROSS RIDGE DR","R042",4434.3,"GERMANTOWN","20874","MD",1
"2021","19601 SPARR SPRING RD","R042",4276.2,"GAITHERSBURG","20886","MD",12
"2022","4228 FLOWER VALLEY DR","R042",7695.73,"ROCKVILLE","20853","MD",1
"2023","40 OSWEGO AVE","R074",7865.98,"SILVER SPRING","20910","MD",4
"2024","3818 PALMIRA LN","R038",5092.62,"SILVER SPRING","20906","MD",2
"2025","3301 DECATUR AVE","R038",6902.51,"KENSINGTON","20895","MD",2
"2026","3705 GREENLY ST","R038",4896.9,"SILVER SPRING","20906","MD",13
"2027","11739 OTHELLO TER","R042",5019.97,"GERMANTOWN","20876","MD",1
"2028","4201 HEATHFIELD RD","R038",5321.71,"ROCKVILLE","20853","MD",3
"2029","3309 ESTELLE TER","R038",5949.48,"SILVER SPRING","20906","MD",6
"2030","10202 GARDINER AVE","R038",5982.85,"SILVER SPRING","20902","MD",5
"2031","7009 KENHILL RD","R038",15212.04,"BETHESDA","20817","MD",3
"2032","26900 OVERLOOK ST","R042",4995.95,"DAMASCUS","20872","MD",4
"2033","9600 WATKINS RD","R042",7768.2,"GAITHERSBURG","20882","MD",3
"2034","18511 DARNESTOWN RD","R042",6474.09,"POOLESVILLE","20837","MD",5
"2035","15115 INTERLACHEN DR","R042",1730.21,"SILVER SPRING","20906","MD",138
"2036","15115 INTERLACHEN DR","R042",2133.13,"SILVER SPRING","20906","MD",138
"2037","15115 INTERLACHEN DR","R042",2996.53,"SILVER SPRING","20906","MD",138
"2038","15115 INTERLACHEN DR","R042",1672.65,"SILVER SPRING","20906","MD",138
"2039","15115 INTERLACHEN DR","R042",2323.09,"SILVER SPRING","20906","MD",138
"2040","15115 INTERLACHEN DR","R042",1787.77,"SILVER SPRING","20906","MD",138
"2041","15115 INTERLACHEN DR","R042",2305.81,"SILVER SPRING","20906","MD",138
"2042","15115 INTERLACHEN DR","R042",3111.65,"SILVER SPRING","20906","MD",138
"2043","15115 INTERLACHEN DR","R042",2708.73,"SILVER SPRING","20906","MD",138
"2044","15115 INTERLACHEN DR","R042",3128.93,"SILVER SPRING","20906","MD",138
"2045","15115 INTERLACHEN DR","R042",3284.33,"SILVER SPRING","20906","MD",138
"2046","15115 INTERLACHEN DR","R042",2881.41,"SILVER SPRING","20906","MD",138
"2047","15115 INTERLACHEN DR","R042",2823.85,"SILVER SPRING","20906","MD",138
"2048","8404 FENWAY RD","R042",9105.21,"BETHESDA","20817","MD",17
"2049","18468 STONE HOLLOW DR","R042",4097.76,"GERMANTOWN","20874","MD",2
"2050","18206 PALADIN DR","R042",358.63,"OLNEY","20832","MD",19
"2051","700 BRANTFORD AVE","R042",5706.86,"SILVER SPRING","20904","MD",12
"2052","315 BRYANTS NURSERY RD","R042",4460.17,"SILVER SPRING","20905","MD",3
"2053","202 BLUFF TER","R038",6660.54,"SILVER SPRING","20902","MD",3
"2054","12922 BROADMORE RD","R042",5923.67,"SILVER SPRING","20904","MD",3
"2055","7216 FLOWER AVE","R074",16210.5,"TAKOMA PARK","20912","MD",204
"2056","6444 5TH AVE","R074",18149.74,"TAKOMA PARK","20912","MD",125
"2057","8213 ROANOKE AVE","R074",17357.54,"TAKOMA PARK","20912","MD",343
