"","address","TAX.CLASS","TOTAL","CITY","Zip.Code","STATE","Violation_Count","Longitude","Latitude"
"7575","4606 HARLING LN","R038",11494.42,"BETHESDA","20814","MD",1,-77.09196331,38.98915136
"7576","20511 STRATH HAVEN DR","R042",3080.86,"MONTGOMERY VILLA","20886","MD",1,NA,NA
"7577","7014 HORIZON TER","R042",4003.34,"ROCKVILLE","20855","MD",4,-77.14169306,39.1457173
"7578","3509 HARRELL ST","R038",5195.46,"SILVER SPRING","20906","MD",11,-77.07026361,39.06319063
"7579","15155 CALLOHAN CT","R042",4405.11,"SILVER SPRING","20906","MD",2,-77.05383618,39.10596195
"7580","11714 VEIRS MILL RD","R038",5418.76,"SILVER SPRING","20902","MD",15,-77.06818639,39.0473048
"7581","613 BRANDON GREEN DR","R042",3677.19,"SILVER SPRING","20904","MD",4,-77.02092414,39.06739004
"7582","10422 INWOOD AVE","R038",5980.94,"SILVER SPRING","20902","MD",4,-77.03553361,39.02684514
"7583","5612 MASSACHUSETTS AVE","R038",9660.18,"BETHESDA","20816","MD",1,-77.11396828,38.96009601
"7584","8101 LARRY PL","R038",7930.7,"CHEVY CHASE","20815","MD",15,-77.05829268,38.99024858
"7585","17405 BLOSSOM VIEW DR","R042",6221.77,"OLNEY","20832","MD",20,-77.07374691,39.14226256
"7586","4229 BAR HARBOR PL","R042",4922.78,"OLNEY","20832","MD",9,-77.08105683,39.13524851
"7587","3819 GELDING LN","R042",7336.2,"OLNEY","20832","MD",1,-77.07562217,39.15638513
"7588","10213 WINDSOR VIEW DR","R042",10764.09,"POTOMAC","20854","MD",1,-77.16799379,39.02900221
"7589","11808 CHARLES RD","R038",5737.66,"SILVER SPRING","20906","MD",6,-77.08313158,39.0489731
"7590","10711 CAVALIER DR","R038",5946.03,"SILVER SPRING","20901","MD",4,-77.01476309,39.03218265
"7591","10800 TENBROOK DR","R038",5014,"SILVER SPRING","20901","MD",3,-77.02851877,39.03276558
"7592","10501 PROCTER ST","R038",5980.17,"SILVER SPRING","20901","MD",5,-77.02457789,39.02760105
"7593","1408 LEISTER DR","R042",6351.14,"SILVER SPRING","20904","MD",3,-76.98395197,39.06606457
"7594","10133 ASHBURTON LN","R038",10368.92,"BETHESDA","20817","MD",72,-77.12521464,39.02133437
"7595","15801 WHITE ROCK RD","R053",7407.57,"GAITHERSBURG","20878","MD",1,-77.27337591,39.11519891
"7596","9536 MELROSE SQUARE WAY","R042",3958.08,"GAITHERSBURG","20882","MD",8,-77.19714393,39.24961555
"7597","14664 KEENELAND CIR","R053",3996.05,"GAITHERSBURG","20878","MD",20,-77.25516232,39.09445962
"7598","11715 ROSEARBOR CT","R042",3352.16,"GERMANTOWN","20876","MD",19,-77.24152194,39.1749677
"7599","4711 SAUL RD","R038",7372.05,"KENSINGTON","20895","MD",1,-77.0942026,39.02181171
"7600","4231 BAR HARBOR PL","R042",4552.1,"OLNEY","20832","MD",11,-77.08106306,39.13528729
"7601","11809 MILBERN DR","R053",8555.68,"POTOMAC","20854","MD",1,-77.17472606,39.04918564
"7602","10713 CAVALIER DR","R038",5177.79,"SILVER SPRING","20901","MD",3,-77.01493284,39.03228306
"7603","11007 DAYTON ST","R038",5294.05,"SILVER SPRING","20902","MD",5,-77.04406249,39.03713885
"7604","4218 RED CEDAR LN","R042",9332.43,"BURTONSVILLE","20866","MD",3,-76.92651727,39.10485534
"7605","18719 CAPELLA LN","R042",5523.82,"GAITHERSBURG","20877","MD",1,-77.18038628,39.15856603
"7606","1306 CADDINGTON AVE","R038",5462.13,"SILVER SPRING","20901","MD",6,-77.02120535,39.03421887
"7607","1019 STROUT ST","R038",5959.13,"SILVER SPRING","20901","MD",45,-77.02715518,39.02069777
"7608","1512 CONSTANCE ST","R038",5989.78,"SILVER SPRING","20902","MD",7,-77.03575603,39.037454
"7609","106 GRANVILLE DR","R038",6151.77,"SILVER SPRING","20901","MD",2,-77.01069585,39.01392856
"7610","1829 BILLMAN LN","R038",5674.34,"SILVER SPRING","20902","MD",1,-77.03963638,39.06316754
"7611","9305 EWING DR","R038",7980.19,"BETHESDA","20817","MD",1,-77.12343697,39.00776953
"7612","10217 DAY AVE","R038",9053.12,"SILVER SPRING","20910","MD",3,-77.06118866,39.02375755
"7613","16557 SIOUX LN","R042",5889.15,"GAITHERSBURG","20878","MD",59,-77.25430462,39.12905711
"7614","4517 SAUL RD","R038",10295.26,"KENSINGTON","20895","MD",2,-77.09043566,39.01825976
"7615","16901 GEORGE WASHINGTON DR","R042",7319.29,"ROCKVILLE","20853","MD",8,-77.08964966,39.13317511
"7616","7702 HOLIDAY TER","R038",8995.42,"BETHESDA","20817","MD",1,-77.12440112,38.98705471
"7617","8970 CENTERWAY RD","R042",3813.03,"MONTGOMERY VILLA","20879","MD",1,-77.18554308,39.169819
"7618","7657 LAYTONIA DR","R042",3159.15,"GAITHERSBURG","20877","MD",7,-77.15631941,39.15308883
"7619","7615 LAYTONIA DR","R042",3159.15,"GAITHERSBURG","20877","MD",2,-77.15574861,39.15294455
"7620","16801 MACDUFF AVE","R042",8409.5,"OLNEY","20832","MD",5,-77.08373046,39.13181174
"7621","9608 ACCORD DR","R042",11137.46,"POTOMAC","20854","MD",1,-77.20545986,39.01275505
"7622","616 BONIFANT ST","R038",5764.12,"SILVER SPRING","20910","MD",10,-77.01746089,38.9977572
"7623","2955 SHEPPERTON TER","R042",3188.69,"SILVER SPRING","20904","MD",2,-76.95099733,39.08280723
"7624","1114 OSAGE ST","R038",4063.82,"SILVER SPRING","20903","MD",2,-76.98964165,38.99649895
"7625","12311 MIDDLE RD","R038",4231.89,"SILVER SPRING","20906","MD",1,-77.08814525,39.05738723
"7626","13012 HATHAWAY DR","R038",6221.15,"SILVER SPRING","20906","MD",2,-77.06021468,39.06896948
"7627","8310 TAHONA DR","R038",4348.16,"SILVER SPRING","20903","MD",1,-76.98860305,38.9968762
"7628","1827 FAIRLAND RD","R042",0,"SILVER SPRING","20904","MD",190,-76.97153284,39.07634464
"7629","1827 FAIRLAND RD","R042",0,"SILVER SPRING","20904","MD",190,-76.97153284,39.07634464
"7630","1827 FAIRLAND RD","R042",5035.1,"SILVER SPRING","20904","MD",190,-76.97153284,39.07634464
"7631","1827 FAIRLAND RD","R042",5035.1,"SILVER SPRING","20904","MD",190,-76.97153284,39.07634464
"7632","3 WHEATFIELD CT","R042",3873.67,"GAITHERSBURG","20879","MD",1,-77.23146386,39.1698048
"7633","13304 VANDALIA DR","R038",5178.17,"ROCKVILLE","20853","MD",1,-77.08284121,39.07415519
"7634","8308 TAHONA DR","R038",4196.2,"SILVER SPRING","20903","MD",1,-76.98861082,38.99685708
"7635","2 GRAVENHURST CT","R053",4258.54,"GAITHERSBURG","20878","MD",7,-77.2599039,39.10462623
"7636","11409 BERLAND PL","R042",3573.18,"GERMANTOWN","20876","MD",39,-77.23866008,39.18860397
"7637","4302 KNOWLES AVE","R038",16096.15,"KENSINGTON","20895","MD",5,-77.08378714,39.02970768
"7638","2409 PONDSIDE TER","R042",6609.02,"SILVER SPRING","20906","MD",10,-77.0523614,39.09817338
"7639","9017 SUDBURY RD","R038",6191.87,"SILVER SPRING","20901","MD",4,-77.0044577,39.00368407
"7640","5913 ROLSTON RD","R038",9240.76,"BETHESDA","20817","MD",5,-77.11902937,39.00180149
"7641","7807 WINTERBERRY PL","R038",7660.74,"BETHESDA","20817","MD",2,-77.13996107,38.98834101
"7642","12007 CHERRY BLOSSOM PL","R053",4677.58,"NORTH POTOMAC","20878","MD",30,-77.24785487,39.1143956
"7643","20527 LOWFIELD DR","R042",4124.99,"GERMANTOWN","20874","MD",1,-77.27599171,39.19357116
"7644","4510 EVERETT ST","R038",13806.42,"KENSINGTON","20895","MD",4,-77.09001224,39.02326206
"7645","2925 CLOVERCREST WAY","R042",5725.71,"OLNEY","20832","MD",5,-77.0593544,39.16036157
"7646","10713 BARN WOOD LN","R042",17111.59,"ROCKVILLE","20854","MD",19,-77.22057761,39.03056687
"7647","12801 TOURMALINE CT","R042",7094.82,"SILVER SPRING","20904","MD",1,-76.97354305,39.06578073
"7648","10619 WEYMOUTH ST","R038",2485.6,"BETHESDA","20814","MD",7,-77.09484559,39.02838811
"7649","4601 DAVIDSON DR","R038",15800.3,"CHEVY CHASE","20815","MD",1,-77.09006709,38.97463514
"7650","17734 LARCHMONT TER","R042",3301.1,"GAITHERSBURG","20877","MD",6,-77.17293336,39.14736855
"7651","10000 WEATHERWOOD CT","R053",15001.54,"ROCKVILLE","20854","MD",3,-77.20584561,39.04942404
"7652","12607 VEIRS MILL RD","R038",8742.23,"ROCKVILLE","20853","MD",2,-77.09493484,39.06334669
"7653","3143 CASTLELEIGH RD","R042",6071.82,"SILVER SPRING","20904","MD",24,-76.94091354,39.06424389
"7654","10302 GEORGIA AVE","R038",5244.94,"SILVER SPRING","20902","MD",1,-77.04577721,39.02374809
"7655","9101 FLOWER AVE","R038",8817.78,"SILVER SPRING","20901","MD",4,-77.00640508,39.0047362
"7656","11508 COLT TER","R038",7428.28,"SILVER SPRING","20902","MD",1,-77.03464165,39.0444769
"7657","10306 GEORGIA AVE","R038",5088.39,"SILVER SPRING","20902","MD",2,-77.04579697,39.02380672
"7658","100 STONEGATE DR","R042",6545.31,"SILVER SPRING","20905","MD",1,-77.00942496,39.09859225
"7659","19308 MOSSBROOK CT","R042",5046.07,"GERMANTOWN","20874","MD",2,-77.2537225,39.17211467
"7660","13504 DOWLAIS DR","R038",6899.58,"ROCKVILLE","20853","MD",2,-77.10355298,39.07868677
"7661","12910 CLEVELAND DR","R053",10130.67,"ROCKVILLE","20850","MD",34,-77.19297682,39.06768012
"7662","4710 RED FOX RD","R038",5257.66,"ROCKVILLE","20852","MD",8,-77.09366153,39.04899089
"7663","16412 REDLAND RD","R042",6202.63,"DERWOOD","20855","MD",1,-77.15301194,39.12528795
"7664","14117 BAUER DR","R038",5891.15,"ROCKVILLE","20853","MD",9,-77.09027259,39.08759004
"7665","10803 LOMBARDY RD","R038",5824.77,"SILVER SPRING","20901","MD",2,-77.01317782,39.03195832
"7666","420 KIMBLEWICK DR","R042",7727.21,"SILVER SPRING","20904","MD",2,-77.01637461,39.07017645
"7667","10300 GEORGIA AVE","R038",5002.04,"SILVER SPRING","20902","MD",3,-77.04576733,39.02371877
"7668","10703 LOMBARDY RD","R038",5910.72,"SILVER SPRING","20901","MD",644,-77.01266908,39.0303771
"7669","3939 WENDY LN","R038",5592.97,"SILVER SPRING","20906","MD",12,-77.07831728,39.07421853
"7670","1029 CRESTHAVEN DR","R038",6274.9,"SILVER SPRING","20903","MD",3,-76.99107632,39.01922127
"7671","4434 HALLET ST","R038",5206.97,"ROCKVILLE","20853","MD",5,-77.08927763,39.07219705
"7672","323 FRANKLIN AVE","R038",5210.08,"SILVER SPRING","20901","MD",12,-77.01613723,39.00867702
"7673","9311 WORTH AVE","R038",5870.05,"SILVER SPRING","20901","MD",2,-77.01663187,39.00867062
"7674","4414 MAHAN RD","R038",5234.57,"SILVER SPRING","20906","MD",4,-77.08600884,39.05163621
"7675","308 HIGHVIEW AVE","R038",5935.34,"SILVER SPRING","20901","MD",3,-77.01481492,39.00804105
"7676","12036 CLARIDGE RD","R038",3562.05,"SILVER SPRING","20902","MD",3,-77.06397574,39.05311394
"7677","9408 WORTH AVE","R038",5695.87,"SILVER SPRING","20901","MD",3,-77.01543809,39.01058734
"7678","9421 COLESVILLE RD","R038",7818.55,"SILVER SPRING","20901","MD",3,-77.01797972,39.00903868
"7679","14205 ANGELTON TER","R042",3806.5,"BURTONSVILLE","20866","MD",5,-76.93143257,39.08866017
"7680","18624 NATHANS PL","R042",2986.47,"GAITHERSBURG","20886","MD",2,-77.20001463,39.16014763
"7681","14216 BAUER DR","R038",6314.41,"ROCKVILLE","20853","MD",1,-77.09533181,39.08917767
"7682","2833 ATLANTA DR","R038",3280.3,"SILVER SPRING","20906","MD",4,-77.05776498,39.06636419
"7683","7103 EXFAIR RD","R038",10429.45,"BETHESDA","20814","MD",3,-77.10292236,38.98053788
"7684","5603 GREENTREE RD","R038",23895.87,"BETHESDA","20817","MD",1,-77.11256156,39.00037751
"7685","12215 GREENRIDGE DR","R042",5727.32,"BOYDS","20841","MD",2,-77.25366608,39.21846038
"7686","8 GRAVENHURST CT","R053",3910.89,"NORTH POTOMAC","20878","MD",7,-77.25986579,39.10469348
"7687","1 WHEATFIELD CT","R042",4212.1,"GAITHERSBURG","20879","MD",2,-77.23147186,39.16979769
"7688","15216 FALCONBRIDGE TER","R053",7175.03,"GAITHERSBURG","20878","MD",1,-77.26296974,39.10476994
"7689","10705 WEYMOUTH ST","R026",12286.58,"GARRETT PARK","20896","MD",1,-77.08895993,39.03113121
"7690","12146 BENTRIDGE PL","R053",6720.56,"POTOMAC","20854","MD",55,-77.19215863,39.0555203
"7691","16608 BRIARDALE RD","R042",6162.34,"ROCKVILLE","20855","MD",1,-77.14951808,39.12958758
"7692","14913 VILLAGE GATE DR","R042",7485.46,"SILVER SPRING","20906","MD",10,-77.04452178,39.0976353
"7693","10806 MEADOWHILL RD","R038",6384.63,"SILVER SPRING","20901","MD",12,-76.99843441,39.03316949
"7694","10706 GREGORY ST","R038",8482.44,"SILVER SPRING","20901","MD",5,-77.02763549,39.03149146
"7695","17712 KILMARNOCK TER","R042",3860.22,"DARNESTOWN","20874","MD",8,-77.277671,39.14793943
"7696","8502 FOUNTAIN VALLEY DR","R042",4088.94,"MONTGOMERY VILLA","20886","MD",6,-77.17681513,39.18426688
"7697","5701 MAGIC MOUNTAIN DR","R025",14264.13,"ROCKVILLE","20852","MD",1,-77.11567774,39.03822912
"7698","5116 LUPINE CT","R042",8863.81,"ROCKVILLE","20853","MD",1,-77.10209451,39.10514428
"7699","608 STONE HOUSE LN","R042",5510.38,"SILVER SPRING","20905","MD",9,-77.02084501,39.09627966
"7700","3337 GOLD MINE RD","R042",5499.99,"BROOKEVILLE","20833","MD",1,-77.06493683,39.16630267
"7701","8508 LOUGHBOROUGH PL","R038",10270.58,"CHEVY CHASE","20815","MD",34,-77.07822294,38.99503078
"7702","19351 LIBERTY HEIGHTS LN","R042",3954.63,"GERMANTOWN","20874","MD",9,-77.27412371,39.17268967
"7703","4917 ARBUTUS AVE","R038",5879.62,"ROCKVILLE","20853","MD",1,-77.09918809,39.06794351
"7704","3811 KAYSON ST","R038",5161.29,"SILVER SPRING","20906","MD",1,-77.07564025,39.06788907
"7705","8507 GARLAND AVE","R038",11724.87,"TAKOMA PARK","20912","MD",5,-76.99886015,38.99612691
"7706","519 ASHTON RD","R042",11589.42,"ASHTON","20861","MD",6,-76.99910294,39.15571815
"7707","5603 OAK PL","R017",10837.46,"BETHESDA","20817","MD",3,-77.11294946,39.00355045
"7708","7925 CORIANDER DR","R042",1718.28,"GAITHERSBURG","20879","MD",60,-77.16547804,39.15897329
"7709","7925 CORIANDER DR","R042",1718.28,"GAITHERSBURG","20879","MD",60,-77.16547804,39.15897329
"7710","7925 CORIANDER DR","R042",2063.64,"GAITHERSBURG","20879","MD",60,-77.16547804,39.15897329
"7711","7925 CORIANDER DR","R042",2063.64,"GAITHERSBURG","20879","MD",60,-77.16547804,39.15897329
"7712","3115 FAYETTE RD","R038",5394.1,"KENSINGTON","20895","MD",33,-77.06252698,39.02677718
"7713","3117 FAYETTE RD","R038",5175.37,"KENSINGTON","20895","MD",12,-77.06256404,39.02676532
"7714","10812 ST PAUL ST","R027",8522.04,"KENSINGTON","20895","MD",7,-77.06906573,39.03425957
"7715","10101 BLUE TEE TER","R042",3629.22,"MONTGOMERY VILLA","20886","MD",14,-77.20817999,39.17814184
"7716","9713 HALL RD","R042",652.17,"POTOMAC","20854","MD",3,-77.20822094,39.0141876
"7717","4914 RUSSETT RD","R038",6408.8,"ROCKVILLE","20853","MD",1,-77.09951545,39.08004708
"7718","7821 JEREMY TER","R042",5820.07,"DERWOOD","20855","MD",22,-77.160294,39.14250411
"7719","10020 GREENOCK RD","R038",5726.97,"SILVER SPRING","20901","MD",33,-77.02193297,39.01933391
"7720","204 WHITESTONE RD","R038",6322.84,"SILVER SPRING","20901","MD",6,-77.00542027,39.01688245
"7721","14409 CANTRELL RD","R042",6328.8,"SILVER SPRING","20905","MD",6,-76.97227289,39.092237
"7722","1011 HOLLYWOOD AVE","R042",5251.42,"SILVER SPRING","20904","MD",1,-76.9896341,39.0638043
"7723","13301 DARNESTOWN RD","R053",8989.64,"GAITHERSBURG","20878","MD",14,-77.27594251,39.11192606
"7724","4306 PRINCE RD","R042",6022.99,"ROCKVILLE","20853","MD",6,-77.08483145,39.11716027
"7725","18101 HOLLINGSWORTH DR","R042",8561.36,"DERWOOD","20855","MD",13,-77.13426082,39.1515895
"7726","11605 FILLMORE DR","R038",6821.33,"SILVER SPRING","20902","MD",9,-77.02423857,39.04488084
"7727","9802 LORAIN AVE","R038",4997.44,"SILVER SPRING","20901","MD",1,-77.01933095,39.01682694
"7728","14524 PERRYWOOD DR","R042",5426.74,"BURTONSVILLE","20866","MD",1,-76.94201363,39.0948956
"7729","18925 TREEBRANCH TER","R042",4040.96,"GERMANTOWN","20874","MD",2,-77.26902636,39.16557424
"7730","18923 TREEBRANCH TER","R042",3955.78,"GERMANTOWN","20874","MD",3,-77.26904322,39.16555729
"7731","9628 TRAILRIDGE TER","R053",9236.05,"POTOMAC","20854","MD",5,-77.19835532,39.04997374
"7732","17431 BOWIE MILL RD","R042",8896.42,"DERWOOD","20855","MD",7,-77.11941771,39.1416671
"7733","2302 COLD MEADOW WAY","R042",5106,"SILVER SPRING","20906","MD",6,-77.05109574,39.10834156
"7734","301 BURNT MILLS AVE","R038",6875.83,"SILVER SPRING","20901","MD",6,-77.00574785,39.0360868
"7735","4410 RANDOLPH RD","R038",6885.4,"SILVER SPRING","20906","MD",34,-77.08438445,39.05494635
"7736","14209 BURNING BUSH LN","R038",799.34,"SILVER SPRING","20906","MD",1,-77.05714054,39.08932698
"7737","2921 SHANANDALE DR","R042",5920.52,"SILVER SPRING","20904","MD",9,-76.9506705,39.05996715
"7738","47 JEFFERSON AVE","R074",14587.63,"TAKOMA PARK","20912","MD",1,-77.0034136,38.9832354
"7739","100 BRIGHTON DAM RD","R042",6559.44,"BROOKEVILLE","20833","MD",36,-77.00937509,39.19055772
"7740","11808 ELDERBERRY DR","R042",3148.43,"GERMANTOWN","20876","MD",5,-77.24338265,39.17304281
"7741","20120 LARKSPUR CT","R042",3958.08,"GERMANTOWN","20874","MD",3,-77.28308711,39.18640821
"7742","10301 CONOVER DR","R038",6290.24,"SILVER SPRING","20902","MD",48,-77.0569401,39.02505347
"7743","11739 VEIRS MILL RD","R038",3599.27,"SILVER SPRING","20902","MD",1,-77.06963036,39.04904851
"7744","5211 BALTIMORE AVE","R038",9638.57,"BETHESDA","20816","MD",3,-77.09861787,38.95806425
"7745","19308 TREADWAY RD","R042",6691.52,"BROOKEVILLE","20833","MD",9,-77.06994528,39.1728396
"7746","3623 VAN HORN WAY","R042",4190.63,"BURTONSVILLE","20866","MD",2,-76.93585249,39.0861419
"7747","8937 CENTERWAY RD","R042",3568.21,"GAITHERSBURG","20879","MD",1,-77.18606204,39.17001721
"7748","34 GOSHEN CT","R042",9477.35,"GAITHERSBURG","20882","MD",2,-77.1727273,39.20536992
"7749","20557 SUMMERSONG LN","R042",4209.03,"GERMANTOWN","20874","MD",3,-77.27707838,39.19199725
"7750","18747 SUMMER OAK CT","R042",4237.43,"GERMANTOWN","20874","MD",43,-77.24542448,39.16300576
"7751","12509 SPRING HARBOR PL","R042",4123.46,"GERMANTOWN","20874","MD",4,-77.25807444,39.16858159
"7752","18501 QUEEN ELIZABETH DR","R042",7355.66,"OLNEY","20832","MD",14,-77.07721887,39.15969446
"7753","7806 MISTIC VIEW CT","R042",5119.27,"DERWOOD","20855","MD",3,-77.15893347,39.1288325
"7754","12110 PUTNAM RD","R025",5562.29,"ROCKVILLE","20852","MD",2,-77.10329899,39.05447955
"7755","3617 JANET RD","R038",5025.07,"SILVER SPRING","20906","MD",1,-77.07196374,39.06552925
"7756","301 DEARBORN AVE","R038",5308.27,"SILVER SPRING","20901","MD",1,-77.00255099,39.01061668
"7757","13611 DEMETRIAS WAY","R042",3412.42,"GERMANTOWN","20874","MD",2,-77.27979558,39.1806799
"7758","3516 NIMITZ RD","R038",5520.08,"KENSINGTON","20895","MD",1,-77.07039814,39.03593951
"7759","19418 BRASSIE PL","R042",2685.61,"GAITHERSBURG","20886","MD",2,-77.20209211,39.17436002
"7760","9711 CHERYL FOREST CT","R042",10243.63,"","20886","MD",1,NA,NA
"7761","11815 GOODLOE RD","R038",4511.63,"SILVER SPRING","20906","MD",5,-77.08754753,39.04872314
"7762","409 WHITESTONE RD","R038",5367.61,"SILVER SPRING","20901","MD",52,-77.00158338,39.01843486
"7763","2036 SEATTLE AVE","R042",4973.17,"SILVER SPRING","20905","MD",1,-76.97098318,39.09533796
"7764","8705 SUNDALE DR","R038",6438.41,"SILVER SPRING","20910","MD",2,-77.04597909,38.99748257
"7765","808 JOHNSON AVE","R042",4943.61,"SILVER SPRING","20904","MD",1,-76.99546697,39.06637556
"7766","7712 TOMLINSON AVE","R038",8818.3,"CABIN JOHN","20818","MD",22,-77.15809892,38.97584156
"7767","19007 LARK SONG TER","R042",4705.22,"GERMANTOWN","20874","MD",5,-77.28525875,39.16890369
"7768","4120 WARNER ST","R038",6230.38,"KENSINGTON","20895","MD",2,-77.08058949,39.02733924
"7769","2133 ROSE THEATRE CIR","R042",10082.57,"OLNEY","20832","MD",10,-77.04727793,39.14837719
"7770","2819 LEMAR ST","R042",6156.22,"SILVER SPRING","20904","MD",14,-76.94936307,39.05595925
"7771","11305 MAPLEVIEW DR","R038",5675.5,"SILVER SPRING","20902","MD",1,-77.06882618,39.04282758
"7772","2800 LEMAR ST","R042",5552.55,"SILVER SPRING","20904","MD",1,-76.94963763,39.05695145
"7773","10617 MEADOWHILL RD","R038",7190.84,"SILVER SPRING","20901","MD",1,-76.99764507,39.03043463
"7774","718 MAPLEWOOD AVE","R074",18110.9,"TAKOMA PARK","20912","MD",9,-77.00298173,38.9872754
"7775","7718 GARLAND AVE","R074",11701.03,"TAKOMA PARK","20912","MD",41,-76.9966769,38.98632388
"7776","1 VALLEY VIEW AVE","R074",8566.67,"TAKOMA PARK","20912","MD",13,-77.01092234,38.98027312
"7777","8013 SLIGO CREEK PKY","R074",13243.76,"TAKOMA PARK","20912","MD",1,-77.00475361,38.9873775
"7778","722 ERIE AVE","R074",19040.14,"TAKOMA PARK","20912","MD",62,-77.00335303,38.9879671
"7779","701 JACKSON AVE","R074",14113.54,"TAKOMA PARK","20912","MD",15,-76.99731078,38.98316027
"7780","7407 BUFFALO AVE","R074",12423.21,"TAKOMA PARK","20912","MD",9,-77.01965232,38.98177468
"7781","6624 POPLAR AVE","R074",9851.63,"TAKOMA PARK","20912","MD",63,-77.00153854,38.97119929
"7782","13211 DODIE DR","R053",12481.91,"GAITHERSBURG","20878","MD",106,-77.27787811,39.097709
"7783","11857 SUMMER OAK DR","R042",3608.49,"GERMANTOWN","20874","MD",40,-77.2450045,39.16580876
"7784","17609 GEORGIA AVE","R042",7064.73,"OLNEY","20832","MD",7,-77.06704568,39.14502252
"7785","17613 GEORGIA AVE","R042",6412.44,"OLNEY","20832","MD",2,-77.06704019,39.14506702
"7786","10601 STONEYHILL CT","R038",7099.47,"SILVER SPRING","20901","MD",23,-77.0003188,39.03083552
"7787","8317 PINEY BRANCH RD","R038",9431.86,"SILVER SPRING","20910","MD",3,-77.00802151,38.99459717
"7788","9205 BURLEY DR","R038",23303.08,"BETHESDA","20817","MD",11,-77.11824497,39.00643478
"7789","11901 ENID DR","R053",15531.9,"POTOMAC","20854","MD",1,-77.17070387,39.05162477
"7790","14419 BARKWOOD DR","R038",6600.29,"ROCKVILLE","20853","MD",1,-77.09654445,39.0929746
"7791","13011 MAGELLAN AVE","R038",5245.71,"ROCKVILLE","20853","MD",1,-77.09202587,39.06957674
"7792","9711 BRADDOCK RD","R038",5741.15,"SILVER SPRING","20903","MD",36,-76.98265023,39.014669
"7793","1001 WINDMILL LN","R042",5876.11,"SILVER SPRING","20905","MD",1,-76.99017353,39.10069817
"7794","11811 GOODLOE RD","R038",2828.56,"SILVER SPRING","20906","MD",3,-77.08754427,39.04863743
"7795","17735 NEW HAMPSHIRE AVE","R042",18677.74,"ASHTON","20861","MD",1,-77.00896232,39.14678151
"7796","13513 LEWISDALE RD","R042",4855.51,"CLARKSBURG","20871","MD",1,-77.28205664,39.28727931
"7797","20514 SUMMERSONG LN","R042",4510.65,"GERMANTOWN","20874","MD",9,-77.27727432,39.19141408
"7798","17605 GEORGIA AVE","R042",6975.76,"OLNEY","20832","MD",1,-77.06705117,39.14497802
"7799","16900 MACDUFF AVE","R042",7312.02,"OLNEY","20832","MD",6,-77.08181732,39.13315618
"7800","1252 CRESTHAVEN DR","R038",2784.74,"SILVER SPRING","20903","MD",2,-76.98629097,39.02854967
"7801","13226 EWOOD LN","R038",10031.83,"SILVER SPRING","20906","MD",1,-77.04857168,39.07300095
"7802","801 BRIGGS CHANEY RD","R042",6307.67,"SILVER SPRING","20905","MD",7,-76.99595571,39.10758937
"7803","4304 GARRETT PARK RD","R038",4070.22,"WHEATON","20906","MD",7,-77.08455376,39.04380049
"7804","5620 NAMAKAGAN RD","R038",11767.65,"BETHESDA","20816","MD",32,-77.11300546,38.95853888
"7805","5506 NAMAKAGAN RD","R038",12167.48,"BETHESDA","20816","MD",1,-77.1108849,38.95757537
"7806","26016 RIDGE RD","R042",4184.89,"DAMASCUS","20872","MD",2,-77.21132189,39.28303357
"7807","11604 TALL PINES DR","R042",7469.35,"GERMANTOWN","20876","MD",2,-77.23949922,39.20531238
"7808","9459 CHADBURN PL","R042",3047.86,"MONTGOMERY VILLA","20886","MD",3,-77.19348536,39.19464762
"7809","10419 OVERGATE PL","R053",8534.98,"ROCKVILLE","20854","MD",4,-77.21405347,39.07914441
"7810","1215 TANLEY RD","R042",5702.64,"SILVER SPRING","20904","MD",1,-76.98592348,39.05303466
"7811","12100 BERRY ST","R038",5309.8,"SILVER SPRING","20902","MD",38,-77.06292525,39.05460223
"7812","14712 FLINTSTONE LN","R042",6838.81,"SILVER SPRING","20905","MD",1,-77.01800472,39.09715169
"7813","12034 VALLEYWOOD DR","R038",4364.07,"SILVER SPRING","20902","MD",2,-77.06763446,39.05388715
"7814","20530 LOWFIELD DR","R042",4227.45,"GERMANTOWN","20874","MD",13,-77.2761399,39.19363399
"7815","6008 BRYN MAWR AVE","R030",8504.25,"GLEN ECHO","20812","MD",10,-77.14350001,38.96961022
"7816","18804 NATHANS PL","R042",3113.87,"MONTGOMERY VILLA","20886","MD",62,-77.20061914,39.16088169
"7817","9022 MARSEILLE DR","R053",11440.01,"ROCKVILLE","20854","MD",6,-77.18358015,39.04094579
"7818","4820 LISTRA RD","R038",5990.14,"ROCKVILLE","20853","MD",7,-77.09809435,39.06717476
"7819","13402 VANDALIA DR","R038",4954.06,"ROCKVILLE","20853","MD",11,-77.08357451,39.07491812
"7820","2335 LONDON BRIDGE DR","R042",4506.44,"SILVER SPRING","20906","MD",2,-77.04872255,39.10118111
"7821","2511 WEISMAN RD","R038",4229.09,"SILVER SPRING","20902","MD",10,-77.05232238,39.05307005
"7822","1405 OAKVIEW DR","R038",4155.94,"SILVER SPRING","20903","MD",1,-76.98495922,39.01540344
"7823","12225 MORNING LIGHT TER","R042",8239.88,"GAITHERSBURG","20878","MD",1,-77.25133542,39.13555567
"7824","14300 MARIAN DR","R053",6191.9,"ROCKVILLE","20850","MD",24,-77.1965943,39.09107367
"7825","12811 LACY DR","R042",5407.87,"SILVER SPRING","20904","MD",3,-77.0043574,39.06541418
